,title,avg_rating,count_rating,genres,w_score
588,When We Were Kings (1996),4.158415841584159,3737,Documentary,3.8929326386645067
589,Inception (2010),4.156172003137702,14023,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.069023373787274
590,American Beauty (1999),4.155933936470536,44987,Comedy|Drama,4.127083129129352
591,Cinema Paradiso (Nuovo cinema Paradiso) (1989),4.154010989010989,9100,Drama,4.025904218411023
592,Strangers in Good Company (1990),4.153846153846154,13,Drama,3.14333532735793
593,His Girl Friday (1940),4.1529984623270115,3902,Comedy|Romance,3.897284811210658
594,American History X (1998),4.151207688017504,23309,Crime|Drama,4.097199240170023
595,Grand Illusion (La grande illusion) (1937),4.150878293601004,1594,Drama|War,3.692606654063831
596,"Northerners, The (De noorderlingen) (1992)",4.15,10,Comedy,3.1410025051558583
597,My Neighbor Totoro (Tonari no Totoro) (1988),4.1494807797413005,5489,Animation|Children|Drama|Fantasy,3.9541661952590297
598,Vertigo (1958),4.148006243791684,14094,Drama|Mystery|Romance|Thriller,4.0619519023886435
599,Witness for the Prosecution (1957),4.146604938271605,1620,Drama|Mystery|Thriller,3.694312815032505
600,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.144328312327083,3253,Drama,3.854696051060564
601,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),4.143596986817326,3186,Drama,3.8498573679396952
602,Modern Times (1936),4.143086816720257,3732,Comedy|Drama|Romance,3.8813138739152655
603,"Crucified Lovers, The (Chikamatsu monogatari) (1954)",4.142857142857143,14,Drama,3.1439843157462954
604,Tom Petty and the Heartbreakers: Runnin' Down a Dream (2007),4.142857142857143,7,Documentary|Musical,3.138659022684775
605,"Organizer, The (I compagni) (1963)",4.142857142857143,7,Crime|Drama,3.138659022684775
606,"Dunce Class on Vacation, The (Hababam sinifi tatilde) (1978)",4.142857142857143,7,Comedy,3.138659022684775
607,Runaway Brain (1995),4.142857142857143,7,Animation|Comedy|Sci-Fi,3.138659022684775
608,"Lord of the Rings: The Return of the King, The (2003)",4.14238211356367,31577,Action|Adventure|Drama|Fantasy,4.102303904655449
609,Song of the Little Road (Pather Panchali) (1955),4.139947437582129,761,Drama,3.5038990308587854
610,"Boot, Das (Boat, The) (1981)",4.139729650308551,13612,Action|Drama|War,4.051619472904217
611,Jean de Florette (1986),4.139051432091161,3247,Drama|Mystery,3.8505511304162328
612,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.138888888888889,1152,Drama,3.6045806740378805
613,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.137925065906852,37553,Adventure|Fantasy,4.104160150718884
614,"Great Escape, The (1963)",4.137655906089509,10904,Action|Adventure|Drama|War,4.030225986632688
615,"400 Blows, The (Les quatre cents coups) (1959)",4.136267976148719,2851,Crime|Drama,3.8211593208528045
616,Blade Runner (1982),4.133705693507174,30526,Action|Sci-Fi|Thriller,4.092660194043262
617,"Man for All Seasons, A (1966)",4.13259538389072,2123,Drama,3.751985796671073
618,Intouchables (2011),4.132395909422937,2738,Comedy|Drama,3.8097327637945377
619,"Phone Box, The (Cabina, La) (1972)",4.131578947368421,19,Comedy|Drama|Mystery|Thriller,3.1475919221019697
620,Citizen Kane (1941),4.1304433442106445,17774,Drama|Mystery,4.062188642389157
621,"Lady Eve, The (1941)",4.130185979971388,1398,Comedy|Romance,3.6486905683376887
622,Duck Soup (1933),4.129646256060334,5569,Comedy|Musical|War,3.940372261350561
623,"Thin Blue Line, The (1988)",4.128888888888889,2700,Documentary,3.804308361653797
624,Stop Making Sense (1984),4.1288777372262775,2192,Documentary|Musical,3.757163892734451
625,Once Upon a Time in the West (C'era una volta il West) (1968),4.128545495802133,4407,Action|Drama|Western,3.9010256076991263
626,"Manchurian Candidate, The (1962)",4.128504672897196,8988,Crime|Thriller|War,4.002240071574229
627,Fawlty Towers (1975-1979),4.128260869565217,230,Comedy,3.282265167177806
628,Drained (O cheiro do Ralo) (2006),4.125,4,Comedy,3.1363048067061907
629,Company: Original Cast Album (1970),4.125,4,Documentary|Musical,3.1363048067061907
630,Genesis (1998),4.125,8,Drama|Horror,3.1393145333220014
631,Pavement: Slow Century (2002),4.125,4,Documentary,3.1363048067061907
632,"Horse Boy, The (2009)",4.125,4,Documentary,3.1363048067061907
633,Free Fall (2013),4.125,4,Drama,3.1363048067061907
634,Don Quixote (1933),4.125,4,Adventure|Comedy|Drama,3.1363048067061907
635,Eastwood on Eastwood (1997),4.125,4,Documentary,3.1363048067061907
636,The Salt of the Earth (2014),4.125,8,Documentary,3.1393145333220014
637,"Rising Place, The (2002)",4.125,4,Drama,3.1363048067061907
638,"Strange Little Cat, The (Das merkwürdige Kätzchen) (2013)",4.125,4,Comedy|Drama,3.1363048067061907
639,Sense & Sensibility (2008),4.125,4,Drama|Romance,3.1363048067061907
640,Rabbit à la Berlin (Królik po berlinsku) (2009),4.125,4,Documentary|War,3.1363048067061907
641,"Pear Tree, The (Derakhte Golabi) (1998)",4.125,4,Drama|Romance,3.1363048067061907
642,Something Real and Good (2013),4.125,4,Drama,3.1363048067061907
643,For Love and Gold (L'armata Brancaleone) (1966),4.125,4,Adventure|Comedy,3.1363048067061907
644,Björk: Volumen (1999),4.125,4,Animation|Musical,3.1363048067061907
645,"Missing Picture, The (L'image manquante) (2013)",4.125,4,Documentary,3.1363048067061907
646,Terry Fator: Live from Las Vegas (2009),4.125,4,Comedy,3.1363048067061907
647,"World of Apu, The (Apur Sansar) (1959)",4.124836601307189,765,Drama,3.499545773435591
648,"Hustler, The (1961)",4.1246523388116305,3955,Drama,3.8785514724928927
649,Ikiru (1952),4.124329159212881,1118,Drama,3.59037099702356
650,"Celebration, The (Festen) (1998)",4.12325479930192,2292,Drama,3.763913089712371
651,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.123240894039735,14496,Action|Adventure|Western,4.041422560231939
652,Henry V (1989),4.120811855670103,4656,Action|Drama|Romance|War,3.904488308752953
653,Creature Comforts (1989),4.120696324951644,2585,Animation|Comedy,3.789272499816271
654,Out of the Past (1947),4.118761552680222,1082,Film-Noir,3.5797987004962772
655,Children of Paradise (Les enfants du paradis) (1945),4.11736641221374,1048,Drama|Romance,3.571393074250259
656,Sanjuro (Tsubaki Sanjûrô) (1962),4.1170388751033915,1209,Action|Adventure|Drama,3.606186599119328
657,Rebecca (1940),4.1159716251074805,4652,Drama|Mystery|Romance|Thriller,3.900563829604751
658,"Best Years of Our Lives, The (1946)",4.114776444929117,1834,Drama|War,3.70654754674685
659,"Civil War, The (1990)",4.11328125,256,Documentary|War,3.293891995380992
660,Prime Suspect (1991),4.1125,40,Crime|Drama|Mystery|Thriller,3.162376892113752
661,Fargo (1996),4.112359031244223,43272,Comedy|Crime|Drama|Thriller,4.08367489112982
662,Laura (1944),4.111321469140477,2641,Crime|Film-Noir|Mystery,3.787701874027137
663,Bleak House (2005),4.111111111111111,36,Drama,3.159507672716177
664,Tere Bin Laden (2010),4.111111111111111,9,Comedy|Drama,3.1399690469848744
665,Ween Live in Chicago (2004),4.111111111111111,9,Documentary,3.1399690469848744
666,Taxi Driver (1976),4.110575548384461,24481,Crime|Drama|Thriller,4.061079586488739
667,Persona (1966),4.110200364298725,1098,Drama,3.57947558102542
668,"Bridge on the River Kwai, The (1957)",4.110050890585241,12576,Adventure|Drama|War,4.018157275377114
669,"Departed, The (2006)",4.109930812775176,14309,Crime|Drama|Thriller,4.028245872352553
670,Cool Hand Luke (1967),4.109838809125342,11353,Drama,4.009089130009094
671,Wallace & Gromit: The Best of Aardman Animation (1996),4.109472524782769,8171,Adventure|Animation|Comedy,3.9749455837063534
672,Apocalypse Now (1979),4.108899956691208,23090,Action|Drama|War,4.056671556680813
673,"Lord of the Rings: The Two Towers, The (2002)",4.107520546734616,33947,Adventure|Fantasy,4.071428227293708
674,"Simple Life, A (Tao jie) (2011)",4.107142857142857,14,Drama,3.1436055278675066
675,Wild Strawberries (Smultronstället) (1957),4.106014580801944,1646,Drama,3.67566371842314
676,Eternal Sunshine of the Spotless Mind (2004),4.105628131710809,22352,Drama|Romance|Sci-Fi,4.051951107311908
677,Stalag 17 (1953),4.105514316012726,2829,Drama|War,3.7984423934184064
678,Don (1978),4.105263157894737,19,Action|Comedy|Crime|Drama|Musical|Thriller,3.1472145636114037
679,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.1035148706064115,2589,Documentary|War,3.7781923740141488
680,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.102848865282472,4142,Drama,3.8704220441969728
681,Central Station (Central do Brasil) (1998),4.102301255230126,2390,Drama,3.759891584628006
682,"Professional, The (Le professionnel) (1981)",4.101890989988877,4495,Action|Drama|Thriller,3.883823357487521
683,"African Queen, The (1951)",4.101558046741403,10526,Adventure|Comedy|Romance|War,3.9946804679500603
684,Honey (Miele) (2013),4.1,5,Drama,3.136963613108398
685,Distant Thunder (Ashani Sanket) (1973),4.1,5,Drama,3.136963613108398
686,"Personal Journey with Martin Scorsese Through American Movies, A (1995)",4.1,15,Documentary,3.144253820427789
687,"White Hell of Pitz Palu, The (Die weiße Hölle vom Piz Palü) (1929) ",4.1,5,Action|Adventure|Drama,3.136963613108398
688,"Lake, A (Un lac) (2008)",4.1,5,Drama,3.136963613108398
689,"Buy the Ticket, Take the Ride: Hunter S. Thompson on Film (2006)",4.1,5,Documentary,3.136963613108398
690,Shifty (2008),4.1,5,Crime|Thriller,3.136963613108398
691,Fireworks Wednesday (Chaharshanbe-soori) (2006),4.1,5,Drama|Mystery|Romance,3.136963613108398
692,High and Low (Tengoku to jigoku) (1963),4.099833610648918,601,Crime|Drama|Film-Noir|Thriller,3.43789160817258
693,"Killing, The (1956)",4.0964285714285715,2100,Crime|Film-Noir,3.7271166461494745
694,Princess Mononoke (Mononoke-hime) (1997),4.096298619824341,9564,Action|Adventure|Animation|Drama|Fantasy,3.980594231534969
695,Some Folks Call It a Sling Blade (1993),4.093388121031005,2677,Drama|Thriller,3.7785737626877003
696,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),4.092081583683263,3334,Adventure|Animation|Drama|Fantasy|Sci-Fi,3.822211055341618
697,Old Boy (2003),4.091026260673433,6207,Mystery|Thriller,3.9245387058146024
698,"Killing Fields, The (1984)",4.09006993006993,7150,Drama|War,3.9422965109726955
699,Inherit the Wind (1960),4.090041279669762,1938,Drama,3.7048579829793797
700,Grave of the Fireflies (Hotaru no haka) (1988),4.089743589743589,3198,Animation|Drama|War,3.812402152927422
701,Three Colors: Red (Trois couleurs: Rouge) (1994),4.089561500275786,7252,Drama,3.9436269334873932
702,Reservoir Dogs (1992),4.089361317170255,27635,Crime|Mystery|Thriller,4.046216761576487
703,"Conversation, The (1974)",4.089211618257261,3856,Drama|Mystery,3.8473574770990138
704,High School (1968),4.088235294117647,17,Documentary,3.145547465446039
705,"Gold Rush, The (1925)",4.088090551181103,2032,Adventure|Comedy|Romance,3.714517464585114
706,"Palm Beach Story, The (1942)",4.0875995449374285,879,Comedy,3.5171896095126356
707,"Lady Vanishes, The (1938)",4.086520947176685,2196,Drama|Mystery|Thriller,3.7310277832053425
708,Louis C.K.: Shameless (2007),4.08361391694725,891,Comedy,3.518688801449754
709,Scenes From a Marriage (Scener ur ett äktenskap) (1973),4.083501006036217,497,Drama,3.395207596663954
710,Raging Bull (1980),4.083410565338276,9711,Drama,3.970777824887457
711,L.A. Confidential (1997),4.083376807273812,26836,Crime|Film-Noir|Mystery|Thriller,4.039285029379046
712,Prime Suspect: The Lost Child (1995),4.083333333333333,6,Drama|Mystery,3.1376214152325534
713,"Cloud-Capped Star, The (Meghe Dhaka Tara) (1960)",4.083333333333333,6,Drama,3.1376214152325534
714,"Story of Luke, The (2012)",4.083333333333333,6,Comedy|Drama,3.1376214152325534
715,Something Is Happening (Kuch Kuch Hota Hai) (1998),4.083333333333333,12,Comedy|Musical|Romance,3.1419266288202654
716,Rififi (Du rififi chez les hommes) (1955),4.08311345646438,758,Crime|Film-Noir|Thriller,3.482102372473406
717,Paradise Lost: The Child Murders at Robin Hood Hills (1996),4.0829666876178505,1591,Documentary,3.654835794540942
718,"Wages of Fear, The (Salaire de la peur, Le) (1953)",4.082865168539326,712,Action|Adventure|Drama|Thriller,3.4683148150570418
719,Some Like It Hot (1959),4.082677165354331,10922,Comedy|Crime,3.9812773386314286
720,Manon of the Spring (Manon des sources) (1986),4.082516339869281,3060,Drama,3.798570613097826
721,Tampopo (1985),4.082474226804123,1746,Comedy,3.6762972794184496
722,Roman Holiday (1953),4.081865458815635,5961,Comedy|Drama|Romance,3.9113883716506272
723,Hands on a Hard Body (1996),4.081409477521263,823,Comedy|Documentary,3.4997929998990647
724,Annie Hall (1977),4.081258532145875,15383,Comedy|Romance,4.0070740785418595
725,Louis C.K.: Chewed Up (2008),4.08117816091954,696,Comedy,3.462816831560994
726,To Live (Huozhe) (1994),4.081020255063766,1333,Drama,3.6119967020784802
727,Singin' in the Rain (1952),4.0808787552598105,10219,Comedy|Musical|Romance,3.973497552866387
728,Psycho (1960),4.076899587765281,19649,Crime|Horror,4.0180892052868105
729,Sweet Smell of Success (1957),4.076679340937896,789,Drama|Film-Noir,3.4885724566993366
730,Andrei Rublev (Andrey Rublyov) (1969),4.075993091537133,579,Drama|War,3.4228431282679628
731,Dersu Uzala (1975),4.075851393188855,969,Adventure|Drama,3.534751339246202
732,High Noon (1952),4.075288403157256,4941,Drama|Western,3.878351096011703
733,Lone Star (1996),4.074902723735408,7196,Drama|Mystery|Western,3.9302586799323813
734,Whiplash (2014),4.074750830564784,602,Drama,3.430324579027835
735,"Graduate, The (1967)",4.073889312753096,17039,Comedy|Drama|Romance,4.006926099579456
736,Amadeus (1984),4.073886590411292,20545,Drama,4.017667809106453
737,In the Heat of the Night (1967),4.073789504204117,3449,Drama|Mystery,3.8154698836561742
738,Louis C.K.: Hilarious (2010),4.071817192600653,919,Comedy,3.520925526644993
739,"River, The (He liu) (1997)",4.071428571428571,14,Drama,3.1432267399887195
740,Last Days in Vietnam (2014),4.071428571428571,7,Documentary|War,3.138278215373275
741,God on Trial (2008),4.071428571428571,7,Drama,3.138278215373275
742,Manhattan (1979),4.071038928837094,8066,Comedy|Drama|Romance,3.9403605737073315
743,42 Up (1998),4.070089285714285,1120,Documentary,3.565770526292296
744,Charade (1963),4.069916297390448,4062,Comedy|Crime|Mystery|Romance|Thriller,3.842037871979342
745,"Battle of Algiers, The (La battaglia di Algeri) (1966)",4.069466882067851,1238,Drama|War,3.5888597864721343
746,Harakiri (Seppuku) (1962),4.069010416666667,384,Drama,3.345893075020775
747,Dr. Horrible's Sing-Along Blog (2008),4.068371943371943,3108,Comedy|Drama|Musical|Sci-Fi,3.7916989797881984
748,My Man Godfrey (1936),4.068142610695802,1739,Comedy|Romance,3.667178750996752
749,Matewan (1987),4.06781914893617,1128,Drama,3.56637604633735
750,Kind Hearts and Coronets (1949),4.067738231917336,871,Comedy|Drama,3.5071471275999584
751,"Grand Day Out with Wallace and Gromit, A (1989)",4.066765197275415,7781,Adventure|Animation|Children|Comedy|Sci-Fi,3.93260254173931
752,"Killer, The (Die xue shuang xiong) (1989)",4.066748855230715,2839,Action|Crime|Drama|Thriller,3.772631917197855
753,"Great Dictator, The (1940)",4.06664917344529,3811,Comedy|Drama|War,3.828426675158317
754,"Night of the Hunter, The (1955)",4.066315789473684,1425,Drama|Film-Noir|Thriller,3.6201242390278687
755,Howl's Moving Castle (Hauru no ugoku shiro) (2004),4.066078116639915,5607,Adventure|Animation|Fantasy|Romance,3.889853796728643
756,"Samouraï, Le (Godson, The) (1967)",4.065116279069767,645,Crime|Drama|Thriller,3.4413425406381903
757,Saving Private Ryan (1998),4.06441659929938,37110,Action|Drama|War,4.032761331132473
758,It's a Wonderful Life (1946),4.064292814541323,14084,Drama|Fantasy|Romance,3.9852865040146273
759,Throne of Blood (Kumonosu jô) (1957),4.064090480678605,1061,Action|Drama|Thriller|War,3.550510898515044
760,"Trials of Darryl Hunt, The (2006)",4.0625,8,Crime|Documentary,3.1389340158181964
761,Louis C.K.: Live at the Beacon Theater (2011),4.062348668280872,826,Comedy,3.4932266870474247
762,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),4.061916878710772,3537,Action|Adventure|Animation|Children|Fantasy|Sci-Fi,3.811492731114001
763,Bringing Up Baby (1938),4.061102326632031,4427,Comedy|Romance,3.849739978507781
764,Anatomy of a Murder (1959),4.060517038777908,1702,Drama|Mystery,3.657931947069517
765,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",4.058135072908672,2606,Mystery,3.749376098360202
766,Secrets & Lies (1996),4.058044444444445,5625,Drama,3.883791559195658
767,Top Hat (1935),4.058018867924528,2120,Comedy|Musical|Romance,3.705504756796588
768,"Rules of the Game, The (La règle du jeu) (1939)",4.058,750,Comedy|Drama,3.470602770809878
769,Persuasion (1995),4.057545973367152,3154,Drama|Romance,3.7868967033150467
770,"Trap: What Happened to Our Dream of Freedom, The (2007)",4.055555555555555,9,Documentary,3.1395888188479923
771,Steak (2007),4.055555555555555,9,Comedy,3.1395888188479923
772,"Sixth Sense, The (1999)",4.0549989750948034,39028,Drama|Horror|Mystery,4.025153946962491
773,"Hunt, The (Jagten) (2012)",4.054936305732484,628,Drama,3.43255392801712
774,You Can Count on Me (2000),4.054770926627627,2903,Drama|Romance,3.768842788497294
775,Kagemusha (1980),4.054763690922731,1333,Drama|War,3.5987341026089843
776,Sullivan's Travels (1941),4.05450070323488,1422,Adventure|Comedy|Romance,3.613474815537063
777,"Conformist, The (Conformista, Il) (1970)",4.054037267080745,805,Drama,3.4843956877238798
778,"Pianist, The (2002)",4.053922967189729,10515,Drama|War,3.952208721494384
779,Butch Cassidy and the Sundance Kid (1969),4.0536379997428975,15558,Action|Western,3.9823623871433296
780,Arsenic and Old Lace (1944),4.053597331012474,6894,Comedy|Mystery|Thriller,3.907019426437208
781,Seven (a.k.a. Se7en) (1995),4.053492566302111,43249,Mystery|Thriller,4.026519117871958
782,Heart of a Dog (Sobachye serdtse) (1988),4.05327868852459,122,Comedy|Drama|Sci-Fi,3.211876258252878
783,Mister Roberts (1955),4.052339413164155,2522,Comedy|Drama|War,3.7387824704245323
784,Tokyo Story (Tôkyô monogatari) (1953),4.052334943639291,621,Drama,3.429454746645101
785,Who's Afraid of Virginia Woolf? (1966),4.051573143042491,3083,Drama,3.778322920206222
786,Baraka (1992),4.051041666666666,1440,Documentary,3.6145518196595448
787,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.050573554487676,25804,Action|Crime|Drama|Thriller,4.006383596340284
788,8 1/2 (8½) (1963),4.050226098191215,3096,Drama|Fantasy,3.778182484503659
789,"Lion in Winter, The (1968)",4.050214329454991,1633,Drama,3.6427558001990845
790,Memories of Underdevelopment (Memorias del subdesarrollo) (1968),4.05,20,Drama,3.1471035420702185
791,Death of a Cyclist (Muerte de un ciclista) (1955),4.05,10,Drama,3.1402426267364056
792,"Generation, A (Pokolenie) (1955)",4.05,10,Drama|War,3.1402426267364056
793,Red Beard (Akahige) (1965),4.04932735426009,446,Drama,3.366472201361364
794,"Face in the Crowd, A (1957)",4.048519736842105,608,Drama,3.4240121717790544
795,Touching the Void (2003),4.048280734809232,2123,Adventure|Documentary,3.699783988563753
796,Heimat - A Chronicle of Germany (Heimat - Eine deutsche Chronik) (1984),4.0476190476190474,21,Drama,3.147746267358787
797,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",4.0473251028806585,486,Crime|Drama,3.3811714825809767
798,"Night at the Opera, A (1935)",4.047279792746114,1544,Comedy|Musical|Romance,3.628441858521091
799,Before the Rain (Pred dozhdot) (1994),4.04723991507431,942,Drama|War,3.5162630323777178
800,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",4.0465994962216625,1191,Crime|Drama|Mystery|Romance|Thriller,3.568906406401726
801,"Apartment, The (1960)",4.046146341463414,5125,Comedy|Drama|Romance,3.8607618250326707
802,Winter Soldier (1972),4.045454545454546,11,Documentary|War,3.1408954417502732
803,Badlands (1973),4.044859813084112,2140,Crime|Drama|Thriller,3.6993787860664855
804,Patton (1970),4.0442564668382985,8157,Drama|War,3.9185310468968733
805,North & South (2004),4.04421768707483,147,Drama|Romance,3.2254365428665586
806,Dial M for Murder (1954),4.043809353162516,5581,Crime|Mystery|Thriller,3.87114263057719
807,Trust (1990),4.042993630573249,942,Comedy|Drama|Romance,3.514483672947113
808,Hoop Dreams (1994),4.042896855828221,10432,Documentary,3.9416901769283617
809,Braveheart (1995),4.042533802004873,53769,Action|Drama|War,4.020972479287972
810,Cowboy Bebop (1998),4.0423728813559325,177,Action|Adventure|Animation|Crime|Sci-Fi,3.2417797011362843
811,"Prestige, The (2006)",4.042195403318839,11269,Drama|Mystery|Sci-Fi|Thriller,3.9477979560067684
812,Snatch (2000),4.042146790032355,17617,Comedy|Crime|Thriller,3.9794197165769227
813,Alien (1979),4.041783855429476,30933,Horror|Sci-Fi,4.004980281546732
814,Louis C.K.: Oh My God (2013),4.040492957746479,284,Comedy,3.295320312443465
815,Hotel Rwanda (2004),4.040221007604563,8416,Drama|War,3.9183870908028298
816,"Man Who Would Be King, The (1975)",4.040199611865816,3607,Adventure|Drama,3.799116486217201
817,All the President's Men (1976),4.0390660592255125,4390,Drama|Thriller,3.8313833035086216
818,Sunrise: A Song of Two Humans (1927),4.039045553145336,461,Drama|Romance,3.369586472430736
819,WALL·E (2008),4.038929040735874,12176,Adventure|Animation|Children|Romance|Sci-Fi,3.951198583057789
820,"Virgin Spring, The (Jungfrukällan) (1960)",4.038784067085954,477,Crime|Drama,3.3755240026837408
821,Burnt by the Sun (Utomlyonnye solntsem) (1994),4.038461538461538,1872,Drama,3.666475549649185
822,"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",4.038461538461538,130,Documentary|War,3.215222351521664
823,"Lonely Wife, The (Charulata) (1964)",4.038461538461538,13,Drama|Romance,3.142198102187346
824,Up (2009),4.038266407599309,9264,Adventure|Animation|Children|Drama,3.9264483724489225
825,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4.037898061233442,11399,Drama|Fantasy|Thriller,3.944908248467935
826,Django Unchained (2012),4.0378927911275415,4328,Action|Drama|Western,3.8281965383005163
827,Heima (2007),4.037383177570093,214,Documentary,3.2605653268323085
828,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",4.03652058432935,753,Drama,3.4636033495799463
829,"Strada, La (1954)",4.035911602209945,905,Drama,3.5027405231954365
830,Eat Drink Man Woman (Yin shi nan nu) (1994),4.035609756097561,6150,Comedy|Drama|Romance,3.8775562361568006
831,Come and See (Idi i smotri) (1985),4.035108958837772,413,Drama|War,3.3499472348953514
832,To Have and Have Not (1944),4.0341928251121075,892,Adventure|Drama|Romance|Thriller|War,3.4988895799750273
833,Gaslight (1944),4.034030140982012,2057,Drama|Thriller,3.6842281584255456
834,Eddie Izzard: Dress to Kill (1999),4.033653846153846,208,Comedy,3.2569744364498736
835,Requiem for a Dream (2000),4.033585945573544,14515,Drama,3.9592667528465397
836,Breaker Morant (1980),4.033463469046291,1793,Drama|War,3.65410109609071
837,Blood Simple (1984),4.033346526815753,5053,Crime|Drama|Film-Noir,3.8484917906565665
838,Full Metal Jacket (1987),4.033179786554775,21926,Drama|War,3.9825912231742895
839,"Best of Youth, The (La meglio gioventù) (2003)",4.0329411764705885,425,Drama,3.354164816167019
840,Mr. Smith Goes to Washington (1939),4.03265056022409,5712,Drama,3.865283456367214
841,Good Will Hunting (1997),4.032516593701454,28324,Drama|Romance,3.992880840255994
842,This Is Spinal Tap (1984),4.032234957020058,16054,Comedy,3.96460595027564
843,"Bourne Identity, The (1988)",4.031519065190652,3252,Action|Adventure|Drama|Mystery|Thriller,3.7741464012253427
844,"Unvanquished, The (Aparajito) (1957)",4.031065088757397,338,Drama,3.317858453032305
845,"Christmas Story, A (1983)",4.030887583114272,12934,Children|Comedy,3.948564557358505
846,Down by Law (1986),4.03062381852552,2645,Comedy|Drama|Film-Noir,3.7340064026284763
847,Winter Light (Nattvardsgästerna) (1963),4.029874213836478,318,Drama,3.3088419315179247
848,Brazil (1985),4.029590886293616,13957,Fantasy|Sci-Fi,3.9528965011324844
849,Gifted Hands: The Ben Carson Story (2009),4.029411764705882,17,Drama,3.144791607547324
850,To Catch a Thief (1955),4.02915513939136,4699,Crime|Mystery|Romance|Thriller,3.8343146206136733
851,Forrest Gump (1994),4.029000181345584,66172,Comedy|Drama|Romance|War,4.0116639393103695
852,My Life as a Dog (Mitt liv som hund) (1985),4.028682818156502,3591,Comedy|Drama,3.7898834586042693
853,House of Sand (Casa de Areia) (2005),4.027777777777778,18,Drama,3.145437535336186
854,Shoah (1985),4.027272727272727,220,Documentary|War,3.2621620555603603
855,"Black Cat, White Cat (Crna macka, beli macor) (1998)",4.026591760299626,1335,Comedy|Romance,3.5848388098391175
856,In the Mood For Love (Fa yeung nin wa) (2000),4.026479007633588,2096,Drama|Romance,3.6835859191020313
857,Fear City: A Family-Style Comedy (La cité de la peur) (1994),4.026315789473684,38,Comedy,3.158526262488921
858,Battlestar Galactica (2003),4.0256588072122055,2884,Drama|Sci-Fi|War,3.747508185390241
859,Run Lola Run (Lola rennt) (1998),4.025309765693817,17029,Action|Crime,3.96177034615681
860,"Wings of Desire (Himmel über Berlin, Der) (1987)",4.024767378215654,3654,Drama|Fantasy|Romance,3.7900321162873203
861,"Short Film About Love, A (Krótki film o milosci) (1988)",4.024553571428571,224,Drama|Romance,3.2637642462647776
862,Interstellar (2014),4.023864289821737,1739,Sci-Fi|IMAX,3.641891394674913
863,Senna (2010),4.023643949930459,719,Documentary,3.4494119984123994
864,28 Up (1985),4.023148148148148,756,Documentary,3.4595340915543695
865,Crimes and Misdemeanors (1989),4.022681196147998,3946,Comedy|Crime|Drama,3.801515479205085
866,"Downfall (Untergang, Der) (2004)",4.0223861930965485,3998,Drama|War,3.803461405879546
867,Network (1976),4.022281982328083,5206,Comedy|Drama,3.843989449752013
868,"King's Speech, The (2010)",4.022206430982412,5629,Drama,3.8548030709134973
869,Stalker (1979),4.021948286229706,1663,Drama|Mystery|Sci-Fi,3.6310405176103435
870,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.021911138161899,1643,Drama,3.6283687001644997
871,Harvey (1950),4.021607605877269,3471,Comedy|Fantasy,3.7787438343699202
872,Breaking Away (1979),4.021109010712035,3174,Comedy|Drama,3.762290021603819
873,Moon (2009),4.021060201356072,4867,Drama|Mystery|Sci-Fi|Thriller,3.833234941970696
874,Seven Days in May (1964),4.0206703910614525,895,Thriller,3.4941205346592956
875,Diva (1981),4.019818799546999,2649,Action|Drama|Mystery|Romance|Thriller,3.727069354433656
876,Inglourious Basterds (2009),4.019635863237006,9447,Action|Drama|War,3.91198356707757
877,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",4.017556179775281,712,Comedy|Drama,3.445272198605109
878,Amores Perros (Love's a Bitch) (2000),4.0168753402286335,5511,Drama|Thriller,3.847595613434811
879,Donnie Darko (2001),4.015989536063211,18731,Drama|Mystery|Sci-Fi|Thriller,3.958454823415936
880,Pride and Prejudice (1995),4.015859284890427,1734,Drama|Romance,3.636697137100365
881,Sling Blade (1996),4.015463534309717,13451,Drama,3.9373896657034027
882,From the Earth to the Moon (1998),4.013636363636364,330,Action|Documentary|Drama|Thriller,3.310855315883319
883,"Matter of Life and Death, A (Stairway to Heaven) (1946)",4.013468013468014,297,Drama|Fantasy|Romance,3.2963563922552153
884,Toy Story 3 (2010),4.012973533990659,5781,Adventure|Animation|Children|Comedy|Fantasy|IMAX,3.850862042724017
